#    Car Speed (KM/h)
---  ----------------
1	110.3
2	122.1
3	140.9
4	123.2
5	119.6
6	113.3
7	108.8
8	116.6
9	121.3
10	123.3
11	126.3
12	123.5
13	122.8
14	129.2
15	107.8
16	126.5
17	108.7
18	123.5
19	140.4
20	128.3
21	120.6
22	121.4
23	112.0
24	126.3
25	128.1
26	128.4
27	117.3
28	128.9
29	099.7
30	113.0
31	108.7
32	128.0
33	126.7
34	116.9
35	100.6
36	121.7
37	109.2
38	117.1
39	124.2
40	114.0
41	123.5
42	116.5
43	121.7
44	127.5
45	115.6
46	113.1
47	110.6
48	120.8
49	122.1
50	134.3
51	117.2
52	119.0
53	140.5
54	101.8
55	126.4
56	117.1
57	119.8
58	124.3
59	108.2
60	121.8
61	104.4
62	110.3
63	104.5
64	125.6
65	121.0
66	114.6
67	114.3
68	120.8
69	109.9
70	110.1
71	114.4
72	119.8
73	127.2
74	107.4
75	108.9
76	117.3
77	117.9
78	107.3
79	126.3
80	121.4
81	123.2
82	127.2
83	122.8
84	101.9
85	111.7
86	137.5
87	116.4
88	105.3
89	130.6
90	112.5
91	117.0
92	117.5
93	119.0
94	111.8
95	130.6
96	104.3
97	123.7
98	112.8
99	115.0
100	125.0
101	117.9
102	105.4
103	117.0
104	127.0
105	108.1
106	129.8
107	124.6
108	117.8
109	139.0
110	135.5
111	122.5
112	121.5
113	102.6
114	120.5
115	109.8
116	123.6
117	113.6
118	129.5
119	097.9
120	119.6
121	118.3
122	124.2
123	126.1
124	126.8
125	119.4
126	143.5
127	117.8
128	109.6
129	115.9
130	118.4
131	128.2
132	122.2
133	129.6
134	119.6
135	125.1
136	126.4
137	125.1
138	119.6
139	111.9
140	125.7
141	112.4
142	110.7
143	110.3
144	121.3
145	129.5
146	126.3
147	126.2
148	120.3
149	141.1
150	123.9
151	123.3
152	119.5
153	124.0
154	111.0
155	127.1
156	120.9
157	114.1
158	115.8
159	116.9
160	115.0
161	114.3
162	118.3
163	113.5
164	128.3
165	127.3
166	136.3
167	117.0
168	128.4
169	123.0
170	130.1
171	110.6
172	138.3
173	121.8
174	131.5
175	120.8
176	120.3
177	126.9
178	117.8
179	130.8
180	126.5
181	117.9
182	130.0
183	114.9
184	131.1
185	111.2
186	132.8
187	125.3
188	124.1
189	115.0
190	144.0
191	142.1
192	128.3
193	109.1
194	131.2
195	118.2
196	127.9
197	125.0
198	100.6
199	114.5
200	117.4
