#      Call Duration (s)
---    -----------------
1	369.304
2	055.128
3	329.578
4	068.620
5	132.091
6	598.336
7	154.968
8	021.669
9	017.454
10	129.454
11	016.906
12	109.075
13	006.035
14	035.869
15	206.374
16	480.668
17	107.159
18	289.534
19	170.579
20	166.304
21	037.259
22	030.269
23	204.149
24	157.481
25	039.471
26	007.628
27	142.217
28	435.032
29	125.037
30	273.257
31	026.835
32	308.157
33	135.268
34	063.807
35	205.418
36	111.787
37	164.578
38	056.018
39	025.693
40	000.284
41	023.900
42	041.254
43	036.933
44	105.894
45	024.624
46	295.338
47	178.145
48	269.566
49	172.137
50	044.236
51	014.408
52	150.981
53	175.745
54	132.382
55	073.393
56	069.978
57	165.099
58	039.165
59	039.971
60	002.456
61	340.630
62	032.785
63	075.879
64	026.425
65	045.054
66	245.958
67	058.230
68	144.673
69	173.350
70	254.934
71	172.594
72	064.587
73	260.391
74	106.972
75	124.599
76	022.343
77	067.917
78	147.014
79	118.621
80	088.098
81	144.212
82	122.578
83	105.901
84	122.798
85	109.337
86	241.376
87	035.775
88	087.822
89	009.836
90	049.218
91	002.320
92	097.189
93	092.826
94	011.585
95	411.462
96	246.826
97	224.615
98	231.253
99	054.882
100	002.200
101	258.448
102	311.594
103	285.908
104	092.423
105	046.092
106	049.585
107	142.624
108	342.969
109	111.330
110	266.347
111	120.642
112	222.999
113	534.783
114	023.723
115	295.232
116	003.667
117	041.695
118	025.255
119	020.888
120	040.056
121	012.008
122	170.965
123	085.868
124	131.943
125	015.034
126	026.233
127	024.307
128	040.530
129	037.788
130	023.307
131	405.393
132	132.236
133	021.226
134	384.801
135	242.323
136	035.759
137	013.694
138	099.743
139	090.174
140	057.373
141	358.229
142	289.169
143	032.946
144	004.863
145	095.245
146	327.486
147	262.571
148	018.907
149	031.132
150	178.051
151	120.574
152	074.482
153	055.215
154	002.874
155	315.177
156	101.043
157	124.243
158	031.249
159	193.899
160	145.128
161	234.295
162	152.474
163	120.216
164	077.276
165	118.526
166	089.981
167	065.151
168	018.935
169	101.190
170	378.162
171	117.067
172	065.117
173	078.678
174	240.799
175	120.398
176	069.923
177	030.413
178	158.994
179	215.372
180	104.944
181	261.781
182	115.813
183	409.638
184	041.162
185	216.334
186	033.041
187	215.287
188	635.473
189	018.476
190	634.706
191	075.592
192	498.132
193	085.830
194	258.533
195	453.590
196	028.241
197	141.962
198	198.988
199	377.776
200	017.220
